year,month,day,time,latitude,longitude,depth (m),location,Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Chlorophyll 1 (mg/m3),Chlorophyll 2 (mg/m3),DA Volume Filtered (mL),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Other Diatoms (cells/L),Other Dinoflagellates (cells/L),Phaeophytin (mg/m3),Phaeophytin 1 (mg/m3),Phaeophytin 2 (mg/m3),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Volume Settled for counting (mL),Water Temperature (C),Volume for counting (mL)
2015,6,24,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,50,0.34,9,9.95,8.05,250,1200,0.572427,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,29650,3.82,NaN,15.6,NaN
2015,6,24,17:00:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,12.42,NaN,NaN,50,214,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1500,10286,68595,NaN,NaN,14.63,NaN
2015,6,26,21:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,8.7,3.92,3.88,3.96,200,0,NaN,0,0.45,0.2,1066,3732,0.57,0.44,0.7,0.25,0,6397,0,19.4,25,14,NaN
2015,6,29,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,4.26,NaN,NaN,NaN,NaN,0,NaN,748,0.565,0.059,1122,2244,NaN,NaN,NaN,0.276,0,0,1496,6.97,NaN,19,NaN
2015,6,29,15:00:00,34.408,-119.685,0,Stearns Wharf,0,0,0.324,0.85,0.85,NaN,188,0,0.099,0,0.311,0.009,NaN,NaN,0.29,0.29,NaN,0.234,3713,2784,5105,7.389,50,18.4,NaN
2015,6,29,15:50:00,33.6061,-117.9311,0,Newport Pier,0,0,2.46,1.74,1.71,1.78,200,0,NaN,0,0.24,NaN,NaN,NaN,NaN,NaN,NaN,0.26,5198,5198,0,3.49,25,17.2,NaN
2015,6,29,16:47:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,1.78,1.78,1.78,200,0,NaN,0,NaN,NaN,NaN,NaN,0.36,0.31,0.4,NaN,320,2160,0,NaN,50,20.4,NaN
2015,7,1,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,70,0.47,4.96,4.78,5.14,250,NaN,0.156511,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,750,3.14,NaN,16.4,NaN
2015,7,1,17:45:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,7.87,NaN,NaN,50,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4929,3050,50465,NaN,NaN,15.3,NaN
2015,7,6,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,5.23,NaN,NaN,NaN,NaN,0,NaN,0,0.61516,0.07084,3366,2618,NaN,NaN,NaN,0.178,748,0,0,8.14,NaN,20,NaN
2015,7,6,16:15:00,33.6061,-117.9311,0,Newport Pier,0,0,1.95,1.63,1.66,1.6,200,0,NaN,0,NaN,0.1,NaN,NaN,NaN,NaN,NaN,0.21,2599,12994,0,4.56,25,17.8,NaN
2015,7,6,16:30:00,34.408,-119.685,0,Stearns Wharf,0,0,9.526,0.76,0.76,NaN,188,0,0.255,0,0.405,0.038,NaN,NaN,0.35,0.35,NaN,0.255,1392,4641,21811,5.346,50,17.1,NaN
2015,7,6,17:10:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,1.29,1.31,1.27,200,0,NaN,0,NaN,NaN,NaN,NaN,0.38,0.39,0.37,NaN,160,880,0,NaN,50,20.9,NaN
2015,7,8,14:45:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,3.22,NaN,NaN,50,643,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2787,1073,39868,NaN,NaN,16.7,NaN
2015,7,8,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,50,0.53,4.02,3.85,4.18,250,3100,0.024049,NaN,0.07,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,6.65,NaN,17.4,NaN
2015,7,13,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,9.73,NaN,NaN,NaN,NaN,0,NaN,0,1.81836,0.37064,12342,1496,NaN,NaN,NaN,0.318,748,0,374,9.16,NaN,19.1,NaN
2015,7,13,13:00:00,34.408,-119.685,0,Stearns Wharf,0,0,4.633,0.68,0.68,NaN,188,1392,0,0,0,0.07,NaN,NaN,0.57,0.57,NaN,0.215,2784,0,3713,5.177,50,18.7,NaN
2015,7,13,14:45:00,33.6061,-117.9311,0,Newport Pier,0,0,2.98,1.23,1.2,1.26,200,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.24,0,5198,0,4.3,25,18.2,NaN
2015,7,13,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,4265,3.45,6.84,5.74,0.07,200,0,NaN,0,1.4,0.01,533,4265,0.54,0.5,0.58,0.34,533,46378,0,7.35,25,17.9,NaN
2015,7,13,17:05:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,0.63,0.67,0.59,200,0,NaN,0,NaN,NaN,NaN,NaN,0.51,0.49,0.53,NaN,240,6960,0,NaN,50,21.2,NaN
2015,7,15,15:15:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,9.8,NaN,NaN,50,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,428,0,26793,NaN,NaN,18,NaN
2015,7,15,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,1.08,3.72,3.79,3.66,250,5900,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,200,4.55,NaN,18.5,NaN
2015,7,20,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,6.73,NaN,NaN,NaN,NaN,0,NaN,0,1.12132,0.044676,3366,1122,NaN,NaN,NaN,0.322,1496,0,374,8.5,NaN,22,NaN
2015,7,20,15:00:00,34.408,-119.685,0,Stearns Wharf,0,0,1.533,1.66,1.66,NaN,188,464,0,0,0,0.085,NaN,NaN,0.35,0.35,NaN,0.11,1392,11602,0,5.059,50,21,NaN
2015,7,20,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,11728,32.9,5.28,5.82,4.74,200,5331,NaN,3732,5.19,0.12,0,60771,1.2,1.18,1.22,0.93,4264,0,0,8.78,25,17.8,NaN
2015,7,20,17:30:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,1.66,1.72,1.59,200,0,NaN,0,NaN,NaN,NaN,NaN,0.39,0.4,0.38,NaN,2000,1680,0,NaN,50,19.9,NaN
2015,7,20,18:05:00,33.6061,-117.9311,0,Newport Pier,0,0,2,1.98,1.88,2.07,200,0,NaN,0,NaN,0.1,NaN,NaN,NaN,NaN,NaN,0.24,2599,15593,0,4.1,25,20.5,NaN
2015,7,22,14:50:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,1,2.17,2.15,2.19,250,NaN,0,NaN,0.2,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,3.97,NaN,17.9,NaN
2015,7,22,16:30:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,10.6,NaN,NaN,50,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,428,0,13932,NaN,NaN,18.2,NaN
2015,7,27,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,5.52,NaN,NaN,NaN,NaN,0,NaN,0,0.565808,0.394192,3366,1122,NaN,NaN,NaN,0.367,1122,0,2992,56.31,NaN,22,NaN
2015,7,27,14:30:00,34.408,-119.685,0,Stearns Wharf,0,0,13.645,1.59,1.59,NaN,188,0,0,0,0.113,0.199,NaN,NaN,0.95,0.95,NaN,0.397,1856,1856,1160,7.44,50,21.7,NaN
2015,7,27,16:18:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,1.08,1.11,1.04,200,0,NaN,0,NaN,NaN,NaN,NaN,0.27,0.24,0.29,NaN,160,960,0,NaN,50,22.6,NaN
2015,7,27,16:45:00,35.17,-120.741,0,Cal Poly Pier,0,533,2.6,3.37,3.18,3.56,200,1066,NaN,0,2.83,0.18,0,12794,0.95,0.9,1,0.33,6930,0,0,9.69,25,17.9,NaN
2015,7,27,17:50:00,33.6061,-117.9311,0,Newport Pier,0,0,1.34,1.48,1.48,1.47,200,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.26,0,0,0,3.66,25,20.9,NaN
2015,7,29,15:25:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,50,4.92,7.28,7.14,7.43,250,NaN,0.081306,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,0.07,NaN,NaN,2850,5.79,NaN,17.9,NaN
2015,7,29,16:30:00,36.603686,-121.889271,0,Monterey Wharf,429,0,NaN,17.7,NaN,NaN,50,215,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3648,114030,NaN,NaN,17.43,NaN
2015,8,3,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,122,NaN,NaN,NaN,NaN,0,NaN,0,0.60584,0.45016,2244,748,NaN,NaN,NaN,0.369,0,0,0,8.01,NaN,22.5,NaN
2015,8,3,14:45:00,34.408,-119.685,0,Stearns Wharf,0,0,0.378,1.21,1.21,NaN,188,0,0,0,0,0.01,NaN,NaN,0.41,0.41,NaN,0.229,464,24596,0,6.234,50,21,NaN
2015,8,3,16:01:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,1.5,1.5,1.5,200,0,NaN,0,NaN,NaN,NaN,NaN,0.46,0.42,0.49,NaN,800,400,0,NaN,50,21.1,NaN
2015,8,3,17:15:00,33.6061,-117.9311,0,Newport Pier,0,0,7.37,1.03,0.94,1.11,200,0,NaN,0,0.2,NaN,NaN,NaN,NaN,NaN,NaN,0.25,0,0,0,3.51,25,20.8,NaN
2015,8,4,17:15:00,35.17,-120.741,0,Cal Poly Pier,0,1066,4.84,2.99,3.04,2.94,200,1066,NaN,533,3,0.21,0,12261,0.9,0.82,0.98,0.47,3732,0,0,12.6,25,17.8,NaN
2015,8,5,15:20:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,90,2.56,5.98,5.98,NaN,250,200,0.28993,NaN,0.42,NaN,NaN,NaN,NaN,NaN,NaN,0.12,NaN,NaN,26000,3.69,NaN,17.3,NaN
2015,8,5,16:00:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,7.77,NaN,NaN,50,429,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,2572,NaN,NaN,18.3,NaN
2015,8,10,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,0.99,NaN,NaN,NaN,NaN,0,NaN,0,2.11792,0.28808,2244,748,NaN,NaN,NaN,0.393,2992,0,0,7.82,NaN,23,NaN
2015,8,10,17:18:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,0.94,0.96,0.91,200,0,NaN,0,NaN,NaN,NaN,NaN,0.46,0.45,0.46,NaN,160,480,0,NaN,50,21.2,NaN
2015,8,10,17:50:00,33.6061,-117.9311,0,Newport Pier,0,0,1.3,0.64,0.66,0.63,200,0,NaN,0,NaN,0.1,NaN,NaN,NaN,NaN,NaN,0.27,2599,0,0,3.47,25,20.1,NaN
2015,8,11,16:00:00,35.17,-120.741,0,Cal Poly Pier,0,28253,1.89,3.19,3.06,3.32,200,2132,NaN,533,2.55,0.19,0,15992,1.04,1.14,0.94,0.41,122608,0,0,17.2,25,18.4,NaN
2015,8,12,15:00:00,34.408,-119.685,0,Stearns Wharf,0,0,18.72,1,1,NaN,188,0,0,0,0.338,0.038,NaN,NaN,0.34,0.34,NaN,0.279,928,47335,0,4.669,50,19.1,NaN
2015,8,12,15:15:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,7.7,NaN,NaN,50,1071,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,643,42656,NaN,NaN,17.4,NaN
2015,8,12,15:25:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,30,2.55,6.62,6.79,6.45,250,NaN,0,NaN,1.26,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,NaN,100,4.66,NaN,17.4,NaN
2015,8,17,7:00:00,35.17,-120.741,0,Cal Poly Pier,0,5331,1.89,3.77,4.22,3.32,200,533,NaN,533,2.55,0.19,533,7996,1.23,1.2,1.26,0.41,73032,0,0,17.2,25,19.1,NaN
2015,8,17,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,374,1.45,NaN,NaN,NaN,NaN,374,NaN,0,0.724652,0.043348,1122,0,NaN,NaN,NaN,0.408,0,0,0,6.95,NaN,23,NaN
2015,8,17,14:45:00,34.408,-119.685,0,Stearns Wharf,0,0,20.226,1.85,1.85,NaN,188,0,0,0,0.147,0.112,NaN,NaN,0.73,0.73,NaN,0.38,1485,194540,0,5.754,50,19.8,NaN
2015,8,17,16:25:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,1.09,1.09,1.08,200,0,NaN,0,NaN,NaN,NaN,NaN,0.22,0.22,0.22,NaN,80,640,0,NaN,50,22.5,NaN
2015,8,17,17:15:00,35.17,-120.741,0,Cal Poly Pier,0,5331,6.05,3.77,4.22,3.32,200,533,NaN,533,2.06,0.42,533,7996,1.23,1.2,1.26,0.59,73032,0,0,11.1,25,19.1,NaN
2015,8,17,17:40:00,33.6061,-117.9311,0,Newport Pier,0,0,13.4082,0.75,0.72,0.78,200,0,NaN,0,0.36,NaN,NaN,NaN,NaN,NaN,NaN,0.31,2599,7796,0,2.8,25,22.1,NaN
2015,8,19,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,260,3.31,4.16,4.08,4.25,250,160,0.02871,NaN,1.9,NaN,NaN,NaN,NaN,NaN,NaN,0.28,NaN,NaN,450,7.75,NaN,17,NaN
2015,8,19,15:15:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,21.6,NaN,NaN,50,669,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,892,11370,194612,NaN,NaN,16.6,NaN
2015,8,23,17:45:00,35.17,-120.741,0,Cal Poly Pier,0,32518,9.16,4.75,4.64,4.86,200,1599,NaN,0,1.62,0.08,1599,23455,0.88,0.8,0.96,0.47,15459,0,0,12.4,25,18.4,NaN
2015,8,24,15:00:00,34.408,-119.685,0,Stearns Wharf,0,0,3.007,1.11,1.11,NaN,188,0,0,0,0,0.063,NaN,NaN,0.3,0.3,NaN,0.208,928,28773,0,4.77,50,20.3,NaN
2015,8,24,16:12:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,1.36,1.36,1.36,200,0,NaN,0,NaN,NaN,NaN,NaN,0.32,0.3,0.33,NaN,480,0,0,NaN,50,23.3,NaN
2015,8,24,16:45:00,33.6061,-117.9311,0,Newport Pier,0,0,6.77,0.88,1,0.77,200,0,NaN,0,0.54,NaN,NaN,NaN,NaN,NaN,NaN,0.38,0,0,0,2.92,25,22,NaN
2015,8,26,15:20:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,10,0.4,3.15,3.14,3.17,250,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,1050,2.68,NaN,17.7,NaN
2015,8,26,18:15:00,36.603686,-121.889271,0,Monterey Wharf,0,1500,NaN,10.65,NaN,NaN,50,429,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16076,31723,NaN,NaN,17.8,NaN
2015,8,30,16:20:00,35.17,-120.741,0,Cal Poly Pier,0,26121,3.67,6.22,6.38,6.06,200,3198,NaN,0,3.21,0.38,0,12794,2.25,2.36,2.14,0.55,17592,0,0,13.9,25,18.7,NaN
2015,8,31,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.15,NaN,NaN,NaN,NaN,0,NaN,0,0.347088,0.018912,4862,1496,NaN,NaN,NaN,0.445,748,0,0,6.91,NaN,23,NaN
2015,8,31,15:00:00,34.408,-119.685,0,Stearns Wharf,0,0,37.664,1.3,1.3,NaN,188,0,0,0,0,0.061,NaN,NaN,0.6,0.6,NaN,0.398,0,0,0,6.881,50,22.9,NaN
2015,8,31,16:15:00,33.6061,-117.9311,0,Newport Pier,0,0,13.6305,1.3,1.32,1.27,200,0,NaN,0,0.24,NaN,NaN,NaN,NaN,NaN,NaN,0.31,0,0,0,2.99,25,22.8,NaN
2015,8,31,17:11:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,1.16,1.16,1.16,200,0,NaN,0,NaN,NaN,NaN,NaN,0.29,0.28,0.29,NaN,2160,0,0,NaN,50,23.8,NaN
2015,9,2,15:15:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,16.4,NaN,NaN,50,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9431,53587,NaN,NaN,18.1,NaN
2015,9,2,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,2.11,4.66,4.63,4.68,250,NaN,0.01795,NaN,1.22,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN,4100,8.05,NaN,16.9,NaN
2015,9,7,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.53,NaN,NaN,NaN,NaN,0,NaN,0,1.18708,0.006916,8228,374,NaN,NaN,NaN,0.41,5984,0,0,8.96,NaN,23.5,NaN
2015,9,7,15:00:00,34.408,-119.685,0,Stearns Wharf,0,0,45.164,0.66,0.66,NaN,188,0,0,0,0.27,0.01,NaN,NaN,-0.07,-0.07,NaN,0.506,696,0,0,8.694,50,21.9,NaN
2015,9,7,17:10:00,35.17,-120.741,0,Cal Poly Pier,0,3732,6.38,2.22,2.08,2.36,200,533,NaN,0,5.31,0.56,0,3731,1.49,1.48,1.5,0.98,533,0,0,22.9,25,17.6,NaN
2015,9,8,15:45:00,33.6061,-117.9311,0,Newport Pier,0,0,0.82,1.05,1.11,0.99,200,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.38,0,0,0,3.79,25,21.8,NaN
2015,9,8,16:40:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,1.11,1.05,1.16,200,0,NaN,0,NaN,NaN,NaN,NaN,0.17,0.19,0.15,NaN,2480,560,0,NaN,50,23.9,NaN
2015,9,9,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,20,0.45,7,6.9,7.09,250,600,0.03556,NaN,0.17,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,1300,2.66,NaN,17.3,NaN
2015,9,9,15:30:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,11.21,NaN,NaN,50,214,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,19293,17575,NaN,NaN,17.23,NaN
2015,9,13,18:10:00,35.17,-120.741,0,Cal Poly Pier,0,28253,7.37,7.71,7.74,7.68,200,0,NaN,1599,3.59,0.27,9595,2665,2.3,2.1,2.5,0.69,22389,0,0,16.4,25,20.5,NaN
2015,9,14,8:00:00,34.008,-118.499,0,Santa Monica Pier,748,748,20.167,NaN,NaN,NaN,NaN,1122,NaN,374,1.38734,0.513656,3366,1122,NaN,NaN,NaN,0.523,10098,0,0,67.77,NaN,23.5,NaN
2015,9,14,14:45:00,34.408,-119.685,0,Stearns Wharf,0,0,8.503,0.55,0.55,NaN,188,464,0,0,0,0.011,NaN,NaN,0.2,0.2,NaN,0.267,2320,0,0,8.548,50,22.3,NaN
2015,9,14,15:45:00,33.6061,-117.9311,0,Newport Pier,0,0,14.8887,0.99,0.98,1.01,200,0,NaN,0,0.36,NaN,NaN,NaN,NaN,NaN,NaN,0.22,0,10395,0,2.84,25,22.8,NaN
2015,9,14,15:48:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,0.85,0.84,0.85,200,80,NaN,0,NaN,NaN,NaN,NaN,0.41,0.5,0.32,NaN,3520,160,0,NaN,50,24,NaN
2015,9,16,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.66,1.43,1.45,1.4,250,100,0.51293,NaN,1.73,NaN,NaN,NaN,NaN,NaN,NaN,0.39,NaN,NaN,28000,6.28,NaN,14.6,NaN
2015,9,16,15:30:00,36.603686,-121.889271,0,Monterey Wharf,643,1929,NaN,5.15,NaN,NaN,50,214,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1499,26581,NaN,NaN,16.36,NaN
2015,9,20,20:40:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,0.77,0.76,0.77,200,80,NaN,0,NaN,NaN,NaN,NaN,0.21,0.22,0.19,NaN,1600,880,0,NaN,50,25.5,NaN
2015,9,21,8:00:00,34.008,-118.499,0,Santa Monica Pier,748,374,2.87,NaN,NaN,NaN,NaN,0,NaN,374,1.45438,0.10562,748,2618,NaN,NaN,NaN,0.353,10098,0,0,7,NaN,23.5,NaN
2015,9,21,13:25:00,34.408,-119.685,0,Stearns Wharf,0,0,9.297,0.38,0.38,NaN,188,0,0,232,0.234,0.032,NaN,NaN,0.15,0.15,NaN,0.236,232,1856,0,6.51,50,22.3,NaN
2015,9,21,14:30:00,35.17,-120.741,0,Cal Poly Pier,0,3198,5.95,5.51,5.44,5.58,200,1066,NaN,533,0.5,0.06,18125,6930,1.82,1.86,1.78,0.47,2665,0,0,8.93,25,19.2,NaN
2015,9,21,15:45:00,33.6061,-117.9311,0,Newport Pier,NaN,NaN,NaN,1.02,1.06,0.98,200,NaN,NaN,NaN,0.41,NaN,NaN,NaN,NaN,NaN,NaN,0.32,NaN,NaN,NaN,2.14,25,23,NaN
2015,9,23,15:30:00,36.603686,-121.889271,0,Monterey Wharf,0,4716,NaN,18,NaN,NaN,50,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,429,NaN,NaN,NaN,18.36,NaN
2015,9,23,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,20,2.2,3.24,3.32,3.16,250,110,0.05237,NaN,0.32,NaN,NaN,NaN,NaN,NaN,NaN,0.17,NaN,NaN,150,2.59,NaN,17.6,NaN
2015,9,28,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,0.52,NaN,NaN,NaN,NaN,0,0.04,0,0.594288,0.191712,3756650,19431,NaN,NaN,NaN,0.076,64764,19431,0,4.11,NaN,25,NaN
2015,9,28,15:00:00,34.408,-119.685,0,Stearns Wharf,0,0,4.318,NaN,NaN,NaN,188,0,0,0,0,0.143,NaN,NaN,0.33,0.33,NaN,0.328,464,0,0,7.877,50,22.1,NaN
2015,9,28,15:00:00,35.17,-120.741,0,Cal Poly Pier,0,1066,1.92,4.52,6.42,2.62,200,0,NaN,0,1.5,0.21,0,1599,1.5,1.9,1.1,0.58,0,0,0,12.9,25,20.2,NaN
2015,9,28,15:00:00,34.408,-119.685,0,Stearns Wharf,NaN,NaN,NaN,0.65,0.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,9,28,16:36:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,0.86,0.84,0.87,200,0,NaN,0,NaN,NaN,NaN,NaN,0.31,0.28,0.33,NaN,1520,880,0,NaN,50,23.3,NaN
2015,9,29,17:30:00,33.6061,-117.9311,0,Newport Pier,0,0,2.6,0.94,0.96,0.93,200,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.26,0,0,0,2.31,25,23.4,NaN
2015,9,30,15:15:00,36.603686,-121.889271,0,Monterey Wharf,0,857,NaN,10.29,NaN,NaN,50,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,429,0,3644,NaN,NaN,17.69,NaN
2015,9,30,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,2.3,3.22,3.38,3.05,250,20,0,NaN,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.17,NaN,NaN,0,6.3,NaN,17.6,NaN
2015,10,5,8:00:00,34.008,-118.499,0,Santa Monica Pier,374,0,12.1994,NaN,NaN,NaN,NaN,1496,NaN,0,0.377224,0.110776,100232,5984,NaN,NaN,NaN,0.083,748,0,0,5.88,NaN,22.5,NaN
2015,10,5,14:15:00,34.408,-119.685,0,Stearns Wharf,0,0,3.052,1.19,1.19,NaN,188,0,0,0,0.12,0.124,NaN,NaN,0.81,0.81,NaN,0.449,0,5569,0,7.213,50,21,NaN
2015,10,5,15:10:00,35.17,-120.741,0,Cal Poly Pier,0,4265,1.25,4.8,4.54,5.06,200,0,NaN,0,3.26,0.13,31452,5331,1.58,1.7,1.46,0.69,8529,0,0,24.8,25,17.3,NaN
2015,10,5,16:45:00,33.6061,-117.9311,0,Newport Pier,0,0,1.29,0.91,0.9,0.92,200,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,0,0,0,1.62,25,22.1,NaN
2015,10,5,16:45:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,0.8,0.81,0.78,200,0,NaN,0,NaN,NaN,NaN,NaN,0.34,0.29,0.38,NaN,0,2000,0,NaN,50,21.6,NaN
2015,10,7,15:30:00,36.603686,-121.889271,0,Monterey Wharf,0,1929,NaN,17.99,NaN,NaN,50,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,429,428,NaN,NaN,17.98,NaN
2015,10,7,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,1.57,5.38,5.13,5.62,250,40,0,NaN,0.35,NaN,NaN,NaN,NaN,NaN,NaN,0.18,NaN,NaN,450,6.9,NaN,16.7,NaN
2015,10,12,7:00:00,35.17,-120.741,0,Cal Poly Pier,0,3732,NaN,2.46,2.32,2.6,200,533,NaN,533,NaN,NaN,11728,5331,0.82,0.82,0.82,NaN,3732,0,0,NaN,25,18.8,NaN
2015,10,12,8:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,8.21,NaN,NaN,NaN,NaN,0,NaN,0,1.27247,0.13953,108814,27203,NaN,NaN,NaN,0.307,19431,0,0,5.06,NaN,22,NaN
2015,10,12,14:45:00,34.408,-119.685,0,Stearns Wharf,0,0,6.134,0.99,0.99,NaN,188,0,0,0,0,0.01,NaN,NaN,0.55,0.55,NaN,0.325,0,0,464,6.151,50,21.6,NaN
2015,10,12,15:30:00,35.17,-120.741,0,Cal Poly Pier,0,3732,2.22,2.46,2.32,2.6,200,533,NaN,533,2.99,0.22,11728,5331,0.82,0.82,0.82,0.56,3732,0,0,17.6,25,18.8,NaN
2015,10,12,16:00:00,33.6061,-117.9311,0,Newport Pier,0,0,1.53,0.4,0.39,0.41,200,0,NaN,0,NaN,0.11,NaN,NaN,NaN,NaN,NaN,0.37,0,0,0,2.41,25,22.3,NaN
2015,10,12,16:39:00,32.867,-117.257,0,Scripps Pier,0,0,NaN,0.81,0.81,0.8,200,0,NaN,0,NaN,NaN,NaN,NaN,0.38,0.34,0.42,NaN,0,960,0,NaN,50,22.3,NaN
2015,10,14,15:10:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,6.3,NaN,NaN,50,0,NaN,214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1286,643,NaN,NaN,17.17,NaN
2015,10,14,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,5.32,3.11,3.11,NaN,250,0,0,NaN,1.1,NaN,NaN,NaN,NaN,NaN,NaN,0.55,NaN,NaN,0,9.83,NaN,17.8,NaN
